provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Asturias,2021-01-12,343,327,0,16,0,0,43,2,1,5.6,0,0.7,10.5,99,3.1,8.9,8.1,4,17,6,-27,-13,-18,11.79
Sevilla,2021-01-12,1111,531,0,580,0,0,32,4,4,6.2,0,0.5,11.9,5,2.5,7.2,9.5,0,-28,8,-27,-30,-19,13.889999999999999
Barcelona,2021-01-13,3101,3049,0,47,4,1,103,11,39,7.3,0,3.3,11.3,36,6.1,11.4,5.8,-6,-29,13,-48,-37,-29,17.85
Madrid,2021-01-13,4462,1562,0,2900,0,0,316,30,32,-4.4,0,-12.2,3.4,99,0.8,3.1,8.6,-13,-60,26,-59,-46,-62,11.46
Málaga,2021-01-13,1463,705,0,758,0,0,55,5,4,9,0,1.6,16.3,99,2.8,11.4,8.4,-6,-23,8,-32,-32,-22,15.85
Asturias,2021-01-13,266,242,0,24,0,0,35,2,1,6.9,0,2,11.8,99,2.8,8.9,8.8,2,30,5,-27,-11,-18,14.31
Sevilla,2021-01-13,1063,512,0,551,0,0,57,5,5,8,0,0.4,15.6,99,2.2,5,9.6,-2,-29,7,-29,-32,-20,15.95
Barcelona,2021-01-14,2911,2859,0,44,8,0,119,8,50,7.6,0,4.6,10.5,99,5.8,11.4,5.9,-7,-32,13,-49,-38,-32,15.73
Madrid,2021-01-14,4508,1875,0,2633,0,0,347,29,27,-3.2,0,-10.9,4.4,99,0.8,3.6,8.3,-11,-60,24,-55,-47,-59,11.0225
Málaga,2021-01-14,1478,707,0,771,0,0,70,7,9,13.4,0,9.7,17.1,28,8.9,15.3,8.4,-8,-25,8,-34,-36,-24,14.3075
Asturias,2021-01-14,280,256,0,24,0,0,30,4,4,5.8,3.2,2,9.6,99,3.9,10.3,0.8,-3,-3,8,-37,-23,-24,12.8125
Sevilla,2021-01-14,1093,525,0,568,0,0,48,4,8,6.4,0,-0.6,13.5,99,1.7,3.6,9.3,-4,-32,7,-31,-36,-22,14.489999999999998
Barcelona,2021-01-15,3162,3103,0,55,2,2,134,15,45,8.5,0,4.1,12.9,99,5,11.7,2,-6,-30,14,-52,-39,-32,13.61
Madrid,2021-01-15,6096,2823,0,3273,0,0,338,32,47,-1.2,0,-9.4,6.9,99,1.4,3.6,8.2,-12,-59,23,-53,-45,-55,10.585
Málaga,2021-01-15,1531,767,0,764,0,0,62,6,11,13.2,0,7.5,19,26,6.7,14.4,8.4,-8,-27,9,-38,-36,-24,12.765
Asturias,2021-01-15,277,242,0,35,0,0,36,3,3,8.2,1.6,4.4,12,22,2.8,7.8,7.9,-1,1,8,-39,-17,-23,11.315000000000001
Sevilla,2021-01-15,1369,645,0,724,0,0,69,7,8,8,0,-0.1,16.1,35,1.7,4.2,9.4,-5,-30,8,-36,-35,-22,13.03
Barcelona,2021-01-16,2067,2006,0,43,15,3,121,14,42,8.2,0,2.9,13.5,36,3.3,10.3,5.9,-15,-31,15,-64,-46,-31,11.49
Madrid,2021-01-16,4115,2276,0,1839,0,0,289,25,42,-1.7,0,-9.3,5.9,15,0.6,4.7,8.2,-11,-54,11,-49,-39,-21,10.1475
Málaga,2021-01-16,1135,583,0,552,0,0,88,4,7,13.2,0,7.6,18.7,99,5.3,13.9,7.4,-10,-22,8,-40,-39,-22,11.2225
Asturias,2021-01-16,350,312,0,38,0,0,27,3,7,6.9,0,2.2,11.6,99,3.1,8.9,8.7,-7,3,8,-43,-21,-22,9.8175
Sevilla,2021-01-16,955,512,0,443,0,0,54,6,5,9,0,1.6,16.4,6,2.2,7.8,9.3,-11,-30,6,-38,-38,-17,11.57
Barcelona,2021-01-17,1682,1627,0,38,14,3,106,11,48,10,0,4.7,15.4,99,3.1,8.9,5.9,-26,-18,11,-63,-44,-28,9.37
Madrid,2021-01-17,3326,1708,0,1618,0,0,266,33,32,-2,0,-10.1,6,23,1.1,4.2,8.6,-13,-51,10,-46,-46,-17,9.71
Málaga,2021-01-17,967,446,0,521,0,0,57,5,17,10.2,0,3.7,16.7,29,2.8,6.7,8.2,-16,-28,8,-52,-51,-25,9.68
Asturias,2021-01-17,405,362,0,43,0,0,31,1,7,7.9,4.7,3.8,12,22,2.8,9.2,0.5,-4.5,-23,8,-50,-38,-26,8.32
Sevilla,2021-01-17,732,329,0,403,0,0,41,6,7,9.9,0,1.9,17.9,99,2.5,6.7,9.2,-13,-35,6,-50,-48,-19,10.11
Barcelona,2021-01-18,3300,3234,0,48,14,4,173,15,47,9.6,0.4,6.3,12.8,36,3.1,7.2,0.7,-11,-27,12,-47,-37,-32,13.046666666666665
Madrid,2021-01-18,6016,2813,0,3203,0,0,299,48,47,0.9,0,-7.7,9.5,32,1.1,3.6,8.8,-11,-45,16,-38,-40,-48,12.993333333333332
Málaga,2021-01-18,1513,570,0,943,0,0,85,7,12,10.2,0,3.8,16.6,29,3.3,6.7,8.2,-15,-30,9,-40,-41,-26,11.986666666666666
Asturias,2021-01-18,507,451,0,56,0,0,49,2,11,10.3,0.1,7.6,13,22,2.5,8.3,4.4,-2,14,5,-28,-10,-22,10.976666666666667
Sevilla,2021-01-18,1192,503,0,689,0,0,64,9,8,8.6,0,0.9,16.2,17,1.4,4.7,9.5,-9,-29,7,-35,-36,-23,12.786666666666665
Barcelona,2021-01-19,3094,3028,0,53,13,0,157,11,64,9.1,0,3.7,14.5,26,5,10,5,-9,-24,12,-48,-36,-32,16.723333333333333
Madrid,2021-01-19,7342,4444,0,2898,0,0,514,42,50,0,0,-7.7,7.7,15,1.1,3.6,6.8,-9,-48,16,-41,-43,-47,16.276666666666664
Málaga,2021-01-19,1756,790,0,966,0,0,70,13,20,10,0,3.9,16.1,99,3.3,7.2,7.3,-13,-26,9,-39,-38,-27,14.293333333333333
Asturias,2021-01-19,511,445,0,66,0,0,50,1,8,9.2,0.25,5.6,12.9,22,3.3,9.7,3.9,-6,13,6,-38,-17,-23,13.633333333333333
Sevilla,2021-01-19,1177,514,0,663,0,0,67,4,13,8.2,1.1,1.7,14.8,17,1.1,5.8,4.4,-8,-32,8,-37,-38,-23,15.463333333333333
Barcelona,2021-01-20,2936,2886,0,41,6,3,144,11,42,10.9,0,7.8,14,99,4.4,9.2,0.1,-10,-30,13,-50,-38,-32,20.4
Madrid,2021-01-20,4947,2978,0,1969,0,0,404,48,56,1.4,2.6,-2.9,5.7,99,2.5,6.1,0,-17,-57,16,-46,-43,-39,19.56
Málaga,2021-01-20,1863,799,0,1064,0,0,86,8,20,9.3,15.3,5.3,13.3,7,2.5,8.9,0,-28,-58,14,-54,-51,-31,16.6
Asturias,2021-01-20,401,330,0,71,0,0,56,6,9,12.5,0.4,7.8,17.2,99,6.4,19.7,3.7,-6,20,7,-37,-16,-21,16.29
Sevilla,2021-01-20,1397,668,0,729,0,0,62,5,10,13.4,6.8,11.6,15.2,18,7.2,16.1,0.2,-20,-60,12,-47,-46,-26,18.14
Barcelona,2021-01-21,2695,2619,0,66,7,3,134,15,51,10.8,0.5,6.4,15.3,24,3.9,12.5,4.3,-6,-24,13,-49,-36,-32,17.689999999999998
Madrid,2021-01-21,4206,2492,0,1714,0,0,414,42,57,7.2,4,4.1,10.4,22,4.7,16.1,0.8,-11,-55,15,-44,-42,-35,17.23
Málaga,2021-01-21,1477,703,0,774,0,0,96,5,16,12.7,0.1,6.7,18.7,20,1.7,7.2,4.2,-13,-33,12,-46,-45,-28,14.32
Asturias,2021-01-21,512,463,0,49,0,0,59,1,12,14.1,15.7,9.9,18.3,23,9.7,23.6,6,-6,14,9,-42,-24,-25,13.9325
Sevilla,2021-01-21,1339,673,0,666,0,0,73,9,14,13.1,3.9,8.7,17.5,22,4.7,13.9,3.4,-8,-46,11,-41,-43,-24,15.7925
Barcelona,2021-01-22,2668,2619,0,41,5,3,111,17,60,12.8,4.5,8.9,16.7,29,8.9,24.2,2.1,-12,-43,16,-55,-42,-33,14.98
Madrid,2021-01-22,6467,3584,0,2883,0,0,398,32,57,8.1,0.3,5.4,10.8,99,6.9,21.1,4.6,-10,-51,15,-43,-41,-33,14.899999999999999
Málaga,2021-01-22,1698,795,0,903,0,0,98,7,12,15.2,0,10.1,20.2,30,5,16.1,8.2,-13,-35,14,-49,-46,-27,12.040000000000001
Asturias,2021-01-22,436,377,0,59,0,0,62,3,11,9.3,2.6,7.3,11.3,27,6.1,23.3,4.3,-5,-13,12,-47,-24,-25,11.575
Sevilla,2021-01-22,1608,734,0,874,0,0,83,7,15,15,0,12.7,17.2,26,6.7,16.1,6.6,-6,-39,12,-44,-41,-23,13.445
Barcelona,2021-01-23,1743,1718,0,22,0,3,92,14,43,11.7,0,7.1,16.3,30,6.9,15,3.9,-12,-33,15,-64,-45,-30,12.27
Madrid,2021-01-23,4099,2030,0,2069,0,0,340,20,45,7.6,1.1,3.9,11.2,23,8.1,18.6,0.1,-13,-61,12,-48,-46,-18,12.57
Málaga,2021-01-23,1382,736,0,646,0,0,77,4,17,15.6,0,11.8,19.4,30,3.1,8.9,4.4,-16,-40,14,-54,-52,-26,9.760000000000002
Asturias,2021-01-23,605,559,0,46,0,0,46,1,9,11.3,33.4,8.5,14.1,28,6.4,19.7,0.1,-13,-45,14,-57,-42,-27,9.2175
Sevilla,2021-01-23,1217,737,0,480,0,0,65,4,6,12.9,0.1,8.4,17.4,25,5.8,14.4,4.1,-12,-47,13,-48,-50,-21,11.0975
Barcelona,2021-01-24,1483,1453,0,29,0,1,79,10,64,13.2,0,9.3,17.2,99,6.4,17.5,6,-24,-17,11,-62,-43,-27,9.56
Madrid,2021-01-24,3246,1512,0,1734,0,0,249,18,43,10.4,0,8.1,12.8,28,5.6,16.9,5.8,-13,-39,10,-43,-48,-15,10.24
Málaga,2021-01-24,998,488,0,510,0,0,58,3,21,16.4,0,12.4,20.4,30,3.6,13.3,2.4,-23,-48,13,-62,-60,-31,7.48
Asturias,2021-01-24,556,513,0,43,0,0,50,4,9,10.8,28.1,8.4,13.3,28,5.6,18.1,2.9,-12,-25,13,-58,-43,-30,6.86
Sevilla,2021-01-24,660,306,0,354,0,0,63,8,10,15.6,0.1,12.7,18.5,24,3.6,12.8,7.4,-13,-40,10,-55,-52,-21,8.75
Barcelona,2021-01-25,2858,2795,0,54,1,8,149,15,63,12.2,0,9.5,14.9,8,4.7,12.8,0.1,-9,-26,12,-47,-36,-31,13.27
Madrid,2021-01-25,5119,2618,0,2501,0,0,358,41,57,11.3,0.1,8.4,14.2,25,6.9,16.4,0.8,-11,-41,13,-38,-40,-35,13.78
Málaga,2021-01-25,1370,584,0,786,0,0,83,5,16,16,0,11.2,20.7,29,1.1,9.2,2.3,-17,-41,11,-45,-46,-28,10.413333333333334
Asturias,2021-01-25,589,533,0,56,0,0,72,6,5,9.4,8,7.9,10.9,99,2.2,7.8,0,-11,-14,9,-48,-26,-26,9.916666666666668
Sevilla,2021-01-25,1137,473,0,664,0,0,97,9,12,16,0.3,12.6,19.5,27,5,13.3,2.1,-10,-43,10,-40,-39,-24,12.046666666666667
Barcelona,2021-01-26,2434,2373,0,49,4,8,98,9,49,10.6,0,8,13.3,26,3.6,7.8,3.5,-7,-22,12,-48,-35,-31,16.98
Madrid,2021-01-26,6073,3595,0,2478,0,0,355,27,67,10.8,0,6.6,15.1,22,1.1,9.2,1.7,-10,-36,13,-41,-41,-35,17.32
Málaga,2021-01-26,1261,585,0,676,0,0,100,5,19,18.3,0,15,21.6,29,5,11.4,7.7,-14,-23,10,-42,-40,-27,13.346666666666668
Asturias,2021-01-26,540,502,0,38,0,0,76,8,4,12.1,0.8,7.3,16.9,22,1.9,9.2,1.9,-8,12,8,-46,-21,-24,12.973333333333334
Sevilla,2021-01-26,1370,708,0,662,0,0,84,5,19,16,0.5,14.4,17.5,99,1.9,7.8,4.300000000000001,-10,-42,10,-41,-40,-24,15.343333333333334
Barcelona,2021-01-27,2371,2317,0,48,4,2,110,8,59,11.4,0,5.8,16.9,1,2.8,8.3,6.1,-6,-16,12,-48,-34,-30,20.69
Madrid,2021-01-27,4087,2499,0,1588,0,0,321,38,52,14,0,9.5,18.6,99,1.4,4.7,5.4,-8,-25,13,-40,-40,-33,20.86
Málaga,2021-01-27,1492,818,0,674,0,0,90,1,18,19.9,0,15.9,23.9,30,8.3,14.4,8.6,-15,-20,12,-48,-43,-29,16.28
Asturias,2021-01-27,442,381,0,61,0,0,66,5,13,14.5,0,10.6,18.4,99,2.8,7.2,8.2,-5,49,8,-42,-17,-22,16.03
Sevilla,2021-01-27,1471,842,0,629,0,0,94,5,14,17,0.1,13.4,20.7,99,1.9,5.8,6.5,-10,-28,10,-43,-41,-23,18.64
Barcelona,2021-01-28,2367,2311,0,48,4,4,136,11,58,13,0,7.5,18.5,2,2.5,6.7,4.6,-4,-17,13,-47,-34,-30,17.98
Madrid,2021-01-28,3886,2239,0,1647,0,0,355,33,65,10,0,7.8,12.1,22,1.1,5.8,0,-8,-36,14,-41,-42,-34,18.1825
Málaga,2021-01-28,1227,672,0,555,0,0,92,7,24,16.4,0,11.4,21.4,30,3.1,6.7,8.6,-13,-14,11,-47,-44,-29,14.125
Asturias,2021-01-28,345,316,0,29,0,0,68,4,17,13.5,0,9.2,17.8,28,2.2,10.3,6.4,-6,38,9,-43,-23,-25,13.7475
Sevilla,2021-01-28,1386,849,0,537,0,0,91,10,12,16.5,0,10.4,22.6,99,1.7,7.8,9.6,-8,-23,10,-42,-43,-24,16.0875
Barcelona,2021-01-29,2196,2119,0,65,11,1,103,8,56,15.2,0,9.2,21.3,24,5.3,14.4,5.4,1,-12,13,-47,-33,-30,15.27
Madrid,2021-01-29,5103,2738,0,2365,0,0,361,27,63,9.3,3.8,7.2,11.4,22,1.9,7.2,0.1,-5,-33,15,-42,-41,-32,15.504999999999999
Málaga,2021-01-29,1127,519,0,608,0,0,73,11,17,18.6,0,11.2,26,28,3.3,13.9,8.8,-9,-15,13,-49,-45,-27,11.97
Asturias,2021-01-29,455,426,0,29,0,0,75,5,11,15.2,0.7,12.4,17.9,27,2.2,12.8,1.9,-3,16,11,-45,-24,-24,11.465
Sevilla,2021-01-29,1167,578,0,589,0,0,103,3,10,12.5,0.1,10.7,14.3,22,2.2,5.8,0,-6,-41,13,-47,-45,-22,13.535
Barcelona,2021-01-30,1376,1337,0,35,2,2,63,5,59,14.6,0.15,9.2,20,28,4.2,18.6,3.4,-9,-28,14,-61,-44,-28,12.56
Madrid,2021-01-30,3248,1792,0,1456,0,0,287,15,60,10.9,1.9,8,13.8,28,7.8,18.1,5.8,-9,-41,11,-45,-43,-17,12.8275
Málaga,2021-01-30,822,421,0,401,0,0,97,9,16,17.2,0,13,21.5,30,7.2,16.4,7.5,-13,-36,14,-56,-55,-29,9.815000000000001
Asturias,2021-01-30,447,419,0,28,0,0,68,4,10,11.6,2.5,9,14.3,28,10,26.7,3.7,-10,-35,15,-58,-46,-29,9.182500000000001
Sevilla,2021-01-30,816,517,0,299,0,0,82,5,16,15.4,0.05,11.8,18.9,99,6.4,12.5,5.7,-8,-41,14,-50,-53,-19,10.9825
Barcelona,2021-01-31,1162,1052,0,109,0,1,54,8,42,14.9,0.3,11.1,18.7,33,5.6,18.6,3.8,-18,-21,11,-60,-42,-25,9.85
Madrid,2021-01-31,2461,1182,0,1279,0,0,209,21,48,10.9,0,8.4,13.4,28,7.2,18.1,2.7,-11,-41,10,-44,-49,-17,10.15
Málaga,2021-01-31,708,395,0,313,0,0,64,8,22,16.6,0,12.9,20.2,30,6.1,20,4.4,-16,-43,12,-62,-61,-32,7.66
Asturias,2021-01-31,383,348,0,35,0,0,52,7,5,14.9,0.1,10.4,19.4,25,8.9,24.2,4.8,-7.5,-12,12,-53,-42,-28,6.9
Sevilla,2021-01-31,447,220,0,227,0,0,66,8,19,14.7,0,10.8,18.6,27,5,10.3,6.25,-15,-47,11,-57,-54,-23,8.43
Barcelona,2021-02-01,2306,2235,0,49,2,20,108,10,34,16.6,0,12.3,20.9,26,5.8,23.3,7.4,-5,-16,11,-44,-34,-29,13.543333333333333
Madrid,2021-02-01,3909,2057,0,1852,0,0,280,26,57,12.6,0,8.5,16.8,28,8.1,15,8,-6,-24,12,-34,-39,-33,13.723333333333333
Málaga,2021-02-01,1058,472,0,586,0,0,74,4,17,17.6,0,13.8,21.4,28,4.4,15,8.5,-13,-26,10,-45,-45,-27,10.62
Asturias,2021-02-01,445,388,0,57,0,0,76,3,13,16.2,2.4000000000000004,13.1,19.2,99,6.9,19.7,4.2,-5,27,7,-40,-22,-22,9.923333333333334
Sevilla,2021-02-01,840,336,0,504,0,0,76,3,16,14.6,0,10.7,18.4,25,4.4,9.2,6.8,-9,-26,9,-39,-41,-23,11.899999999999999
Barcelona,2021-02-02,2006,1957,0,34,5,10,106,7,45,14.8,0,11.2,18.5,99,4.2,8.9,7.1,-2,-9,11,-44,-32,-30,17.236666666666665
Madrid,2021-02-02,4440,2626,0,1814,0,0,347,35,51,9.9,0.05,7,12.8,22,4.2,11.7,0,-8,-35,13,-39,-41,-33,17.296666666666667
Málaga,2021-02-02,811,436,0,375,0,0,87,8,18,18.4,0,14.1,22.6,29,7.8,16.1,9.1,-8,-17,9,-39,-38,-27,13.579999999999998
Asturias,2021-02-02,419,380,0,39,0,0,78,9,15,15.6,4.7,11.9,19.4,99,2.5,18.6,0.8,-9,-2,9,-48,-28,-24,12.946666666666667
Sevilla,2021-02-02,896,511,0,385,0,0,81,7,15,13.8,0,8.7,19,99,1.7,4.2,2.5,-7,-26,9,-40,-41,-22,15.37
Barcelona,2021-02-03,1785,1737,0,34,8,6,98,8,50,14,0,9.7,18.2,25,4.2,11.4,5.3,-2,-12,12,-45,-34,-29,20.93
Madrid,2021-02-03,3005,1830,0,1175,0,0,272,30,58,9.6,0.1,7,12.2,23,3.3,9.7,0,-7,-37,14,-40,-41,-33,20.87
Málaga,2021-02-03,737,414,0,323,0,0,79,6,19,17.7,0,14.1,21.3,28,5.6,13.3,2.5,-11,-23,12,-55,-48,-30,16.54
Asturias,2021-02-03,283,247,0,36,0,0,68,5,11,13.8,0,9.6,17.9,28,6.7,19.7,9.1,-2,52,7,-42,-20,-22,15.97
Sevilla,2021-02-03,843,497,0,346,0,0,76,7,13,15.4,0,12.2,18.7,99,1.9,5,5.1,-6,-28,10,-42,-42,-23,18.84
Barcelona,2021-02-04,1748,1688,0,39,7,14,83,6,40,12.2,0,9.9,14.5,1,2.8,7.2,1.8,-1,-18,12,-45,-34,-29,18.072499999999998
Madrid,2021-02-04,2746,1624,0,1122,0,0,328,25,28,10.6,0,7.9,13.4,22,2.2,9.2,2.2,-4,-29,14,-39,-40,-33,18.330000000000002
Málaga,2021-02-04,753,452,0,301,0,0,71,8,16,14.1,0,10.8,17.4,29,1.4,6.1,1.7,-11,-19,12,-55,-49,-31,14.27
Asturias,2021-02-04,268,247,0,21,0,0,61,7,11,9.7,0,6.8,12.6,20,2.5,6.7,0.2,-2,20,9,-46,-29,-25,13.5775
Sevilla,2021-02-04,688,430,0,258,0,0,68,6,15,15.8,0,13.1,18.4,23,2.5,8.9,2.9,-6,-33,10,-43,-44,-23,16.2875
Barcelona,2021-02-05,1640,1589,0,29,3,19,78,9,43,13.6,0,11.5,15.7,99,6.1,11.7,3.8,2,-17,13,-46,-34,-29,15.215
Madrid,2021-02-05,3534,1991,0,1543,0,0,302,29,44,11,3.9,5.3,16.6,18,2.2,11.4,7,-4,-25,14,-40,-38,-31,15.790000000000001
Málaga,2021-02-05,675,363,0,312,0,0,66,10,9,14.4,0.2,9.3,19.5,29,1.9,9.2,4.7,-9,-31,14,-58,-51,-29,12
Asturias,2021-02-05,234,205,0,29,0,0,52,4,9,8.3,41.7,6.8,9.8,7,3.9,11.4,0,-7,-39,14,-56,-34,-26,11.185
Sevilla,2021-02-05,731,450,0,281,0,0,68,4,25,12.6,12.1,10.9,14.4,17,3.1,11.4,0.1,-11,-56,14,-51,-48,-23,13.735
Barcelona,2021-02-06,1006,956,0,23,1,26,54,6,41,14,0.4,11.7,16.2,25,5.3,13.3,0.8,-8,-18,13,-60,-39,-26,12.3575
Madrid,2021-02-06,2120,1138,0,982,0,0,234,17,40,9,2.5,6.2,11.8,27,2.2,7.2,1.1,-9,-49,11,-46,-43,-18,13.25
Málaga,2021-02-06,482,301,0,181,0,0,46,6,15,14.6,0,10,19.1,18,2.2,9.7,7,-13,-37,15,-63,-61,-35,9.73
Asturias,2021-02-06,272,250,0,22,0,0,44,8,4,7.4,9.3,4.9,9.8,28,1.9,10.8,0.1,-12,-47,17,-65,-54,-32,8.7925
Sevilla,2021-02-06,540,376,0,164,0,0,39,1,15,12.4,0.3,10.2,14.6,26,5.3,10.8,1.3,-6,-51,14,-51,-53,-21,11.182500000000001
Barcelona,2021-02-07,870,797,0,31,1,41,53,8,30,11,0,7.9,14.1,33,3.6,9.2,3.6,-24,-32,12,-62,-45,-26,9.5
Madrid,2021-02-07,1549,736,0,813,0,0,171,16,44,7.6,6.2,3.5,11.6,99,4.7,12.8,4,-9,-22,9,-38,-43,-14,10.71
Málaga,2021-02-07,371,206,0,165,0,0,35,3,16,12.8,0.3,8.2,17.5,34,3.3,12.8,2.7,-18,-41,12,-67,-62,-36,7.46
Asturias,2021-02-07,283,246,0,37,0,0,39,4,6,8.1,3.9,4,12.2,23,4.4,8.9,0,-8,-43,15,-64,-53,-35,6.4
Sevilla,2021-02-07,331,195,0,136,0,0,33,5,20,12.4,15.5,9.8,15.1,99,4.4,12.5,6.1,-14,-35,10,-54,-51,-22,8.63
Barcelona,2021-02-08,1610,1431,0,59,4,116,77,10,34,12.2,1,9.2,15.1,99,5.8,10.8,1.5,-7,-29,11,-41,-35,-29,13.16
Madrid,2021-02-08,2665,1309,0,1356,0,0,248,33,49,9,3,5.9,12,99,5.3,13.9,3.4,-9,-40,12,-36,-39,-33,14.05
Málaga,2021-02-08,473,219,0,254,0,0,55,5,14,13.9,2.2,8.3,19.5,29,4.2,12.5,5.4,-17,-37,12,-54,-51,-30,10.326666666666666
Asturias,2021-02-08,256,225,0,31,0,0,56,3,6,11.4,0.8,8.7,14.2,27,5,13.3,4.4,-4,23,7,-42,-24,-23,9.476666666666667
Sevilla,2021-02-08,513,280,0,233,0,0,65,9,17,14.2,0.2,11.6,16.9,20,6.7,20.6,3.4,-10,-37,10,-41,-41,-23,11.693333333333333
Barcelona,2021-02-09,1454,1223,0,86,11,134,71,7,35,11.8,0.1,8,15.5,27,5.6,15,1.3,-2,-25,11,-42,-33,-28,16.82
Madrid,2021-02-09,2709,1611,0,1098,0,0,253,24,55,7.9,13.5,6.1,9.7,18,6.1,16.4,0,-14,-52,14,-42,-42,-33,17.39
Málaga,2021-02-09,445,260,0,185,0,0,60,9,18,14.4,0,9.1,19.7,21,1.9,12.5,0.9,-13,-36,12,-53,-47,-30,13.193333333333332
Asturias,2021-02-09,216,199,0,17,0,0,57,5,10,11,4,7.9,14.2,26,6.9,19.7,3.6,-4,10,9,-47,-26,-24,12.553333333333335
Sevilla,2021-02-09,626,428,0,198,0,0,44,7,14,13.5,7.1,11.4,15.6,99,6.4,16.4,0.2,-15,-55,11,-46,-45,-23,14.756666666666668
Barcelona,2021-02-10,1301,970,0,111,5,215,79,6,30,13.2,0.1,10.3,16.1,30,5.6,12.5,4.4,-1,-19,11,-42,-33,-27,20.48
Madrid,2021-02-10,2136,1222,0,914,0,0,232,19,43,10.6,0,6.6,14.7,22,5.6,16.4,7.7,-2,-22,13,-36,-38,-31,20.73
Málaga,2021-02-10,454,290,0,164,0,0,41,4,15,16.1,0,11.5,20.7,99,1.7,6.1,0.3,-11,-34,12,-53,-47,-29,16.06
Asturias,2021-02-10,202,185,0,17,0,0,54,5,12,10.2,3.1,6.9,13.5,26,5.8,18.6,3,-1,36,8,-44,-23,-22,15.63
Sevilla,2021-02-10,538,359,0,179,0,0,63,7,26,16.2,0.5,13.8,18.5,22,6.7,14.4,0.4,-7,-46,11,-43,-43,-22,17.82
Barcelona,2021-02-11,1224,753,0,137,13,321,64,8,34,11.2,0,6.9,15.6,99,4.7,7.8,8.3,3,-10,11,-39,-29,-27,17.935000000000002
Madrid,2021-02-11,1660,1003,0,657,0,0,229,27,52,8.4,1.4,4,12.8,20,2.2,7.8,0,-6,-34,14,-38,-40,-31,18.47
Málaga,2021-02-11,452,304,0,148,0,0,46,2,19,17.3,0,12.5,22.1,29,3.3,11.4,9.4,-8,-7,11,-50,-45,-28,14.419999999999998
Asturias,2021-02-11,147,133,0,14,0,0,39,7,13,11.4,17.7,8.5,14.2,23,1.9,5.3,0,-3,1,10,-47,-31,-24,13.72
Sevilla,2021-02-11,452,298,0,154,0,0,38,5,10,16,0.2,13.7,18.3,27,1.9,5.8,0.6,-5,-33,10,-42,-41,-21,15.9975
Barcelona,2021-02-12,1314,799,0,168,11,336,68,3,29,13,0,9,17,8,3.3,9.2,0,1,-23,13,-44,-33,-28,15.39
Madrid,2021-02-12,2220,1222,0,998,0,0,230,24,43,10.6,0.7,6.3,14.9,29,4.7,13.9,7.2,-3,-24,13,-38,-37,-29,16.21
Málaga,2021-02-12,359,211,0,148,0,0,38,1,17,18,0,13.8,22.1,29,6.9,15.3,9.3,-5,-15,13,-53,-47,-26,12.78
Asturias,2021-02-12,134,120,0,14,0,0,55,6,11,11.8,2.1,8.8,14.7,28,2.2,15,6,3,14,11,-47,-25,-23,11.81
Sevilla,2021-02-12,496,353,0,143,0,0,50,6,11,15,0,9.6,20.3,36,2.5,8.3,10,1,-12,11,-42,-36,-19,14.175
Barcelona,2021-02-13,909,482,0,140,8,279,64,6,30,11.6,0,7.5,15.7,19,3.9,8.3,7.4,-3,-8,10,-52,-33,-24,12.845
Madrid,2021-02-13,1466,750,0,716,0,0,168,9,44,9.3,0,2.8,15.8,21,1.1,5.8,8,-5,-6,8,-38,-33,-14,13.95
Málaga,2021-02-13,291,182,0,109,0,0,21,3,14,17.2,0,12.5,21.9,29,4.2,13.9,5.9,-4,-17,10,-44,-49,-22,11.14
Asturias,2021-02-13,164,151,0,13,0,0,24,2,8,12.3,3.9,7.7,16.9,22,3.3,9.7,3,-3,3,12,-54,-40,-27,9.9
Sevilla,2021-02-13,240,167,0,73,0,0,27,5,8,13.4,0,6.9,19.9,6,1.9,6.1,9.7,-1,-13,9,-39,-40,-14,12.3525
Barcelona,2021-02-14,816,418,0,131,8,259,39,3,19,10.6,0.4,8.2,13,99,5.8,11.7,0,-13,-44,10,-53,-42,-20,10.3
Madrid,2021-02-14,1127,551,0,576,0,0,112,8,38,8.8,0,0.9,16.8,17,1.4,4.7,8.7,-5,6,7,-29,-35,-8,11.69
Málaga,2021-02-14,208,106,0,102,0,0,30,3,11,12.6,0,6.6,18.6,99,3.9,7.8,9.3,-2,-16,8,-43,-48,-19,9.5
Asturias,2021-02-14,191,176,0,15,0,0,25,2,5,14.8,0,9.3,20.2,99,2.5,8.9,6.2,-1,12,9,-47,-33,-26,7.99
Sevilla,2021-02-14,199,108,0,91,0,0,28,1,5,14.8,0,7.1,22.4,5,4.2,9.7,10.4,-1,-12,6,-39,-38,-12,10.53
Barcelona,2021-02-15,1415,833,0,149,11,422,70,4,34,10.1,1.1,8.1,12.1,99,1.4,7.2,0,-8,-20,14,-41,-37,-40,13.933333333333334
Madrid,2021-02-15,2017,1007,0,1010,0,0,174,25,51,9,0,2.9,15,26,1.4,4.7,4.9,-5,-12,11,-32,-35,-31,14.94
