provincia,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida,num_hosp,num_uci,num_def,tmed,prec,tmin,tmax,wd,ws,ws_max,sol,mob_grocery_pharmacy,mob_parks,mob_residential,mob_retail_recreation,mob_transit_stations,mob_workplaces,mob_flujo
Málaga,2021-02-15,294,141,0,153,0,0,31,3,13,13.3,0,9,17.6,11,3.6,10.8,8.6,-11,-26,9,-39,-42,-23,12.329999999999998
Asturias,2021-02-15,192,172,0,20,0,0,31,4,8,14.6,0,10.4,18.9,99,2.8,6.7,0.2,1,52,8,-39,-25,-34,10.746666666666666
Sevilla,2021-02-15,303,186,0,117,0,0,42,1,6,15.6,0,8.6,22.5,5,3.3,8.3,10.5,-7,-14,7,-34,-33,-20,13.573333333333332
Barcelona,2021-02-16,1305,809,0,159,12,325,53,10,35,12,0,9,15.1,26,8.1,13.9,4.3,-2,-15,11,-43,-30,-28,17.566666666666666
Madrid,2021-02-16,1850,1054,0,796,0,0,188,19,50,8.2,0,1.6,14.9,99,1.7,6.7,6.1,-6,-14,11,-36,-36,-31,18.19
Málaga,2021-02-16,341,208,0,133,0,0,22,2,20,12.1,0,7.1,17.1,14,3.3,7.8,6.2,-8,-16,9,-39,-38,-23,15.159999999999998
Asturias,2021-02-16,164,145,0,19,0,0,29,3,8,12,0.8,7.4,16.7,28,1.4,14.4,4.7,-29,31,14,-52,-36,-49,13.503333333333334
Sevilla,2021-02-16,320,193,0,127,0,0,31,4,9,14,0,6.7,21.3,5,1.7,5.8,10.3,-5,-9,7,-35,-33,-19,16.616666666666667
Barcelona,2021-02-17,1245,794,0,140,8,303,55,6,25,12.5,0,8.5,16.5,24,5.3,10.8,7.6,-1,-8,11,-42,-29,-26,21.2
Madrid,2021-02-17,1576,809,0,767,0,0,191,21,40,9.8,0,3.1,16.4,19,1.7,6.7,9,-4,-9,12,-36,-35,-29,21.44
Málaga,2021-02-17,212,139,0,73,0,0,40,3,10,12.2,0,6.9,17.5,28,3.3,7.2,8.9,-6,-15,9,-39,-37,-22,17.99
Asturias,2021-02-17,142,126,0,16,0,0,22,1,2,11.6,2.6,5.8,17.4,16,3.6,8.3,7.9,4,53,7,-43,-18,-21,16.26
Sevilla,2021-02-17,349,221,0,128,0,0,30,1,12,15.7,0,7.3,24.1,5,1.4,6.7,10.2,-3,-10,8,-36,-33,-19,19.66
Barcelona,2021-02-18,1266,800,0,132,18,316,60,2,31,11.5,0,8.4,14.6,23,2.8,8.9,3.7,1,-16,11,-42,-29,-27,18.605
Madrid,2021-02-18,1365,763,0,602,0,0,161,16,31,8.9,0,1.3,16.5,24,3.1,17.5,7.3,-2,-8,11,-33,-34,-29,18.815
Málaga,2021-02-18,215,130,0,85,0,0,29,4,12,12.5,0,5.9,19.1,99,2.8,8.3,9.3,-5,-11,9,-39,-38,-22,15.694999999999999
Asturias,2021-02-18,117,104,0,13,0,0,32,6,8,10.7,3.9,8,13.4,27,4.7,13.3,2.7,-1,7,10,-48,-28,-24,13.82
Sevilla,2021-02-18,251,163,0,88,0,0,34,0,9,12.6,0.2,6.9,18.3,23,1.9,5,4,-3,-18,8,-37,-36,-20,16.927500000000002
Barcelona,2021-02-19,1083,632,0,154,7,290,62,6,13,10.7,0,8.1,13.3,24,4.2,9.2,4.1,4,-12,12,-44,-30,-26,16.009999999999998
Madrid,2021-02-19,1557,838,0,719,0,0,158,18,48,9.8,0,1.4,18.2,22,2.8,14.4,9.3,-3,0,14,-34,-36,-39,16.19
Málaga,2021-02-19,206,125,0,81,0,0,17,2,9,13.4,0,9.4,17.3,13,3.3,6.7,6.8,-2,-14,10,-40,-41,-21,13.399999999999999
Asturias,2021-02-19,124,108,0,16,0,0,37,3,7,11.2,0,7,15.3,16,3.1,8.3,0.6,2,15,10,-48,-24,-23,11.38
Sevilla,2021-02-19,218,134,0,84,0,0,34,2,7,12.8,0.1,8.2,17.4,24,1.7,6.7,4,1,-15,9,-39,-34,-17,14.195
Barcelona,2021-02-20,850,467,0,102,7,274,44,8,26,11.6,0,8.4,14.9,99,3.1,5.8,0.1,-6,-10,11,-54,-32,-23,13.415
Madrid,2021-02-20,1157,580,0,577,0,0,128,10,25,10.2,0,2.3,18.1,19,4.2,15,6,-8,10,6,-37,-31,-11,13.565
Málaga,2021-02-20,151,92,0,59,0,0,21,1,7,13.3,0,9.2,17.4,12,3.1,8.9,3.7,-5,-16,7,-40,-48,-20,11.105
Asturias,2021-02-20,151,140,0,11,0,0,29,1,12,16.7,0.6,11.3,22.1,99,3.3,14.4,5.1,-5,10,11,-52,-36,-25,8.940000000000001
Sevilla,2021-02-20,157,98,0,59,0,0,13,3,7,15,0,7.6,22.3,17,2.2,10.8,7.5,-3,-4,6,-36,-33,-12,11.4625
Barcelona,2021-02-21,723,357,0,121,4,241,39,3,20,12.4,0,10,14.8,8,13.1,21.1,0.6,-18,-27,9,-57,-39,-22,10.82
Madrid,2021-02-21,1048,513,0,535,0,0,104,13,25,9.4,9.1,6.4,12.4,99,2.5,9.2,0,-10,-47,9,-42,-46,-12,10.94
Málaga,2021-02-21,107,65,0,42,0,0,18,3,8,12.5,9.1,9,16,22,4.4,13.9,1.1,-20,-58,10,-59,-59,-26,8.81
Asturias,2021-02-21,152,129,0,23,0,0,16,2,8,9.2,11.4,7.1,11.3,28,1.9,13.3,0,-2.5,-63,15,-70,-58,-35,6.5
Sevilla,2021-02-21,127,60,0,67,0,0,21,2,8,12.2,8.7,9.3,15.2,22,3.6,11.7,0.2,-25,-68,10,-61,-55,-22,8.73
Barcelona,2021-02-22,1316,791,0,152,16,357,63,4,20,13.3,9.1,11.7,14.9,7,2.5,20,0,-16,-44,13,-49,-38,-29,14.343333333333334
Madrid,2021-02-22,1523,723,0,800,0,0,146,16,42,7.5,0,3.6,11.4,26,1.1,9.7,1.2,-4,-13,13,-29,-38,-41,14.596666666666666
Málaga,2021-02-22,184,99,0,85,0,0,23,3,7,13,0,8,18,30,4.4,11.7,10.1,-6,-8,9,-32,-41,-33,11.613333333333333
Asturias,2021-02-22,144,134,0,10,0,0,27,6,7,9.6,0,5.7,13.6,99,3.6,8.3,9.5,0,45,6,-38,-16,-20,10.006666666666666
Sevilla,2021-02-22,242,127,0,115,0,0,35,3,6,10.7,0,4.5,16.9,22,2.8,7.8,9.8,-4,-14,7,-32,-32,-18,12.426666666666666
Barcelona,2021-02-23,1254,818,0,129,13,294,73,8,22,15.7,0,12.9,18.5,11,3.1,7.2,6.2,1,-12,10,-41,-28,-26,17.866666666666667
Madrid,2021-02-23,1418,780,0,638,0,0,130,16,22,7.3,0,0.2,14.4,99,1.9,5.8,7.3,-4,-8,10,-34,-34,-29,18.253333333333334
Málaga,2021-02-23,152,84,0,68,0,0,22,3,4,12.6,0,6.8,18.4,11,4.2,10.3,9.5,-5,1,9,-31,-38,-34,14.416666666666666
Asturias,2021-02-23,165,151,0,14,0,0,28,1,4,13.6,0,5.6,21.5,21,4.4,10.8,10.3,0,57,5,-39,-15,-20,13.513333333333332
Sevilla,2021-02-23,239,132,0,107,0,0,25,0,10,12.6,0,6.1,19.1,12,4.2,8.9,10.7,-4,-6,7,-33,-31,-18,16.123333333333335
Barcelona,2021-02-24,1109,679,0,135,17,278,60,6,22,13.8,0,10.5,17,99,1.7,5.8,8.4,1,-5,10,-41,-28,-25,21.39
Madrid,2021-02-24,1230,687,0,543,0,0,124,15,26,8.2,0,1,15.5,99,2.2,8.3,3.8,-3,-13,11,-34,-34,-28,21.91
Málaga,2021-02-24,153,98,0,55,0,0,22,3,6,16.2,0,13.9,18.4,99,5.8,11.4,3.4,-5,-19,10,-35,-40,-34,17.22
Asturias,2021-02-24,112,93,0,19,0,0,22,2,8,13.6,3.2,7.8,19.3,20,3.1,8.3,8.9,2,73,5,-36,-13,-19,17.02
Sevilla,2021-02-24,201,120,0,81,0,0,25,4,11,14.4,0,8.4,20.5,8,5.8,13.9,10,0,-11,7,-33,-32,-17,19.82
Barcelona,2021-02-25,956,585,0,124,9,238,52,3,22,13.3,0,10.1,16.5,24,4.2,8.9,8.1,5,-10,10,-40,-27,-26,19.065
Madrid,2021-02-25,1087,619,0,468,0,0,130,10,27,8.2,0,3.1,13.4,99,1.9,4.7,0.3,-1,-17,11,-33,-34,-28,19.6975
Málaga,2021-02-25,138,91,0,47,0,0,23,0,6,14.8,0,12.4,17.1,11,3.1,10.8,0.1,-3,-17,10,-34,-40,-35,15.6625
Asturias,2021-02-25,103,95,0,8,0,0,26,2,12,10.2,11.8,8.9,11.6,28,1.7,9.7,0,1,-12,9,-44,-28,-22,15.2775
Sevilla,2021-02-25,186,109,0,77,0,0,16,3,5,14,0.3,8.7,19.4,99,2.5,6.1,2,4,-14,7,-31,-31,-18,17.9425
Barcelona,2021-02-26,978,580,0,131,8,259,76,10,18,12.2,0,8.8,15.7,4,2.8,6.7,2.8,9,-10,11,-41,-27,-25,16.740000000000002
Madrid,2021-02-26,1275,686,0,589,0,0,163,12,24,10,0,3.3,16.6,99,1.7,4.7,8.2,1,-5,10,-32,-31,-26,17.485
Málaga,2021-02-26,129,76,0,53,0,0,26,2,10,15.4,0,12.5,18.2,14,3.6,12.5,4.9,0,-19,12,-38,-42,-34,14.105
Asturias,2021-02-26,151,139,0,12,0,0,35,1,5,11.6,5.9,10,13.3,99,3.9,9.2,0.5,8,2,9,-39,-20,-20,13.535
Sevilla,2021-02-26,214,122,0,92,0,0,24,2,4,14.7,0,10.1,19.3,99,1.4,6.7,1.1,5,-13,11,-35,-34,-31,16.065
Barcelona,2021-02-27,703,414,0,84,2,203,48,4,23,11.9,0,8.1,15.7,24,5.3,11.4,7,-1,-4,10,-51,-30,-21,14.415
Madrid,2021-02-27,994,500,0,494,0,0,115,10,23,10.8,0,2.1,19.6,99,1.1,3.6,9.9,-3,20,4,-31,-26,-8,15.2725
Málaga,2021-02-27,123,77,0,46,0,0,9,2,8,16.1,0,14.1,18.1,12,3.6,9.7,0.9,0,-20,7,-38,-46,-18,12.5475
Asturias,2021-02-27,150,137,0,13,0,0,16,6,7,9.4,0,7,11.9,10,4.4,13.3,0.1,-2,-7,9,-44,-31,-22,11.7925
Sevilla,2021-02-27,169,95,0,74,0,0,14,2,6,12.4,0,7.6,17.1,99,2.2,7.2,1.4,4,-11,6,-33,-32,-10,14.1875
Barcelona,2021-02-28,608,327,0,90,4,187,50,1,19,12.8,0,9.6,15.9,99,4.4,10.8,9.4,-5,1,7,-49,-28,-17,12.09
Madrid,2021-02-28,966,444,0,522,0,0,73,9,26,8.3,0,2.1,14.5,17,2.2,12.5,2.6,0,1,5,-30,-34,-6,13.06
Málaga,2021-02-28,91,45,0,46,0,0,11,3,9,15.4,1.4,13.6,17.2,13,4.7,12.8,1.3,1,-27,5,-42,-45,-17,10.99
Asturias,2021-02-28,130,118,0,12,0,0,15,3,9,8,2.4,4.3,11.8,11,3.9,11.7,3,-0.5,1,6,-41,-29,-21,10.05
Sevilla,2021-02-28,141,74,0,67,0,0,13,4,10,14,0,8,19.9,99,3.3,8.9,7.8,14,-1,3,-34,-30,-7,12.31
Barcelona,2021-03-01,1209,778,0,126,10,295,57,3,21,14,0,12.5,15.6,9,6.7,11.7,0.9,2,-14,9,-32,-28,-25,15.363333333333333
Madrid,2021-03-01,1312,715,0,597,0,0,135,18,27,7.6,0.1,5.5,9.6,13,1.7,5,0,-2,-28,10,-32,-34,-28,16.273333333333333
Málaga,2021-03-01,129,66,0,63,0,0,11,1,5,15.6,0,12,19.1,7,2.5,7.8,1.1,-37,-7,16,-39,-56,-68,13.666666666666666
Asturias,2021-03-01,161,139,0,22,0,0,25,2,5,12,2.3,7.2,16.7,99,1.9,9.7,3,1,25,5,-32,-17,-18,12.646666666666667
Sevilla,2021-03-01,174,88,0,86,0,0,12,1,3,15.6,0,10.9,20.3,7,2.8,9.2,5.4,-37,13,15,-35,-47,-70,14.953333333333333
Barcelona,2021-03-02,1054,686,0,117,6,245,64,4,15,13.9,0,12.5,15.3,8,7.5,13.3,0,2,-17,10,-36,-28,-26,18.636666666666667
Madrid,2021-03-02,1250,692,0,558,0,0,135,18,23,10.6,0,6.5,14.6,14,0.6,4.2,0.4,0,-13,10,-32,-33,-28,19.486666666666665
Málaga,2021-03-02,147,82,0,65,0,0,20,5,7,14.8,0,10.8,18.8,16,3.6,8.9,7.2,7,-16,6,-33,-30,-19,16.343333333333334
Asturias,2021-03-02,141,132,0,9,0,0,30,5,5,11.8,0.2,8.5,15,21,2.5,7.8,1.5,1,28,5,-34,-17,-19,15.243333333333332
Sevilla,2021-03-02,195,88,0,107,0,0,23,3,4,15.5,0,9.9,21.1,17,1.4,5.8,8.7,8,-10,5,-31,-29,-17,17.596666666666664
Barcelona,2021-03-03,996,671,0,107,7,211,52,6,23,13.2,0,10.9,15.4,99,3.6,7.2,0.3,4,-11,10,-35,-27,-25,21.91
Madrid,2021-03-03,1154,648,0,506,0,0,137,9,30,10.2,0,6.2,14.1,35,1.1,3.6,0.1,1,-9,10,-31,-32,-28,22.7
Málaga,2021-03-03,159,100,0,59,0,0,14,2,10,14.5,0,10.6,18.4,14,3.9,8.9,1.8,2,-22,8,-34,-34,-20,19.02
Asturias,2021-03-03,147,117,0,30,0,0,22,2,7,12.4,0,8.1,16.7,22,3.3,8.9,10.2,4,64,4,-30,-10,-17,17.84
Sevilla,2021-03-03,245,145,0,100,0,0,20,1,8,15.2,0,9.1,21.3,99,0.8,6.1,8.6,6,-9,6,-31,-29,-17,20.24
Barcelona,2021-03-04,812,537,0,83,7,185,57,2,21,13,0,10,16,20,2.8,5.8,2.9,4,-15,10,-36,-26,-25,19.22
Madrid,2021-03-04,1020,560,0,460,0,0,108,15,26,8.2,0,3.2,13.2,19,1.1,4.7,2.6,1,-12,11,-32,-33,-28,20.155
Málaga,2021-03-04,151,91,0,60,0,0,18,3,4,14.8,0,12.9,16.8,11,3.6,9.2,0.1,1,-19,7,-33,-35,-20,16.6825
Asturias,2021-03-04,133,119,0,14,0,0,25,3,3,12.3,0,7.6,17,99,3.6,9.2,9.5,6,49,5,-31,-15,-19,15.5975
Sevilla,2021-03-04,222,121,0,101,0,0,16,2,11,15.4,0,9.9,21,99,1.1,6.7,5.2,4,-13,7,-32,-32,-17,17.765
Barcelona,2021-03-05,906,614,0,100,5,187,63,5,19,11.8,0,9.1,14.6,99,3.1,5.8,0,8,-10,11,-36,-26,-25,16.53
Madrid,2021-03-05,1255,729,0,526,0,0,164,22,24,9.2,0,3.4,15,99,1.9,5,4.8,1,-4,10,-31,-30,-26,17.61
Málaga,2021-03-05,133,77,0,56,0,0,10,1,4,14.6,0.3,13.8,15.5,10,5.6,13.9,0,-3,-40,10,-39,-41,-20,14.344999999999999
Asturias,2021-03-05,107,98,0,9,0,0,17,0,6,10.4,0,9.1,11.8,99,4.2,9.7,0,6,-6,8,-38,-16,-20,13.355
Sevilla,2021-03-05,189,101,0,88,0,0,9,0,5,13.1,14.2,10.9,15.3,99,3.9,8.9,0.5,-3,-48,11,-39,-37,-17,15.29
Barcelona,2021-03-06,651,382,0,81,5,183,56,8,21,12.2,0,10,14.4,8,4.7,8.3,0.7,-2,-13,10,-51,-32,-21,13.84
Madrid,2021-03-06,939,461,0,478,0,0,113,7,17,11.6,0,7.2,15.9,15,1.1,5,5.9,-4,11,5,-31,-26,-9,15.065
Málaga,2021-03-06,86,49,0,37,0,0,7,1,3,14.8,4.9,12.8,16.7,12,1.9,8.3,0,-3,-38,9,-37,-47,-18,12.0075
Asturias,2021-03-06,98,88,0,10,0,0,24,4,3,9.4,0.2,7.6,11.1,7,4.4,10.8,0.5,0,-10,9,-41,-23,-21,11.112499999999999
Sevilla,2021-03-06,139,83,0,56,0,0,10,1,6,13.8,1.1,9.9,17.7,5,2.2,8.3,0.2,0,-37,7,-30,-29,-9,12.815
Barcelona,2021-03-07,571,331,0,78,3,159,42,2,14,12.4,0.7,10.5,14.2,10,3.9,7.2,0,-14,-27,9,-53,-36,-20,11.15
Madrid,2021-03-07,925,415,0,510,0,0,99,15,22,9.6,0,4.6,14.7,99,2.5,6.7,5.2,-4,-8,6,-32,-35,-6,12.52
Málaga,2021-03-07,89,40,0,49,0,0,11,0,2,15.4,0,12.2,18.6,28,3.3,8.3,0.7,-6,-41,7,-46,-48,-17,9.67
Asturias,2021-03-07,105,95,0,10,0,0,11,2,0,8,3.5,6.5,9.6,8,2.5,8.3,0.2,-0.5,-22,8,-46,-38,-23,8.87
Sevilla,2021-03-07,118,52,0,66,0,0,13,1,2,15.6,0.3,11.3,19.8,30,1.7,8.9,3.7,-5,-45,6,-42,-40,-9,10.34
Barcelona,2021-03-08,982,644,0,110,9,219,74,2,20,11.4,0,9.4,13.5,7,2.8,9.2,0,-4,-24,10,-34,-30,-28,14.796666666666667
Madrid,2021-03-08,1330,627,0,703,0,0,132,11,27,9.2,3.2,5.2,13.3,99,1.1,10.8,1,-3,-24,10,-30,-33,-29,15.969999999999999
Málaga,2021-03-08,131,62,0,69,0,0,11,2,2,14.6,0.2,9.1,20.2,26,3.1,8.9,6.2,-5,-16,7,-29,-36,-19,12.873333333333333
Asturias,2021-03-08,145,129,0,16,0,0,19,1,3,7.8,1.6,5.5,10.1,99,2.8,7.8,0.8,-1,3,6,-32,-17,-21,11.846666666666666
Sevilla,2021-03-08,189,103,0,86,0,0,29,1,7,13.6,0,10.5,16.8,22,2.8,7.8,4.9,0,-18,6,-25,-27,-19,13.753333333333332
Barcelona,2021-03-09,911,623,0,90,13,185,75,5,13,11.5,0,8,15,3,3.1,9.2,4.4,2,-10,9,-34,-25,-25,18.443333333333335
Madrid,2021-03-09,1304,683,0,621,0,0,154,10,25,8.4,0,2.9,14,3,1.9,7.8,8.6,-1,-2,10,-31,-33,-29,19.42
Málaga,2021-03-09,127,82,0,45,0,0,10,1,4,13.4,0.4,8.9,17.8,26,3.3,8.3,6.9,-6,-23,7,-32,-35,-19,16.076666666666668
Asturias,2021-03-09,146,143,0,3,0,0,16,2,1,8.2,0,5.7,10.6,7,2.8,7.8,2,3,21,5,-33,-15,-19,14.823333333333334
Sevilla,2021-03-09,185,100,0,85,0,0,20,4,4,12.9,0,7.1,18.7,2,1.7,6.1,10.4,0,-7,5,-26,-26,-15,17.166666666666664
Barcelona,2021-03-10,930,612,0,100,9,209,62,3,18,10.9,0,6.5,15.3,25,6.1,10.8,10.5,3,-6,9,-34,-26,-24,22.09
Madrid,2021-03-10,1152,598,0,554,0,0,132,10,24,7.1,0,-1.9,16.1,99,2.8,6.7,10.6,0,2,10,-31,-32,-27,22.87
Málaga,2021-03-10,124,78,0,46,0,0,12,0,3,12.8,0,6.7,18.8,13,4.7,9.2,10.6,-1,-5,6,-29,-33,-19,19.28
Asturias,2021-03-10,106,93,0,13,0,0,26,0,6,10.8,0,4.4,17.2,29,1.7,9.7,2.6,2,52,5,-31,-10,-17,17.8
Sevilla,2021-03-10,175,103,0,72,0,0,12,4,3,13.8,0,6.8,20.8,99,1.1,4.7,11.2,2,-5,6,-26,-27,-16,20.58
Barcelona,2021-03-11,890,580,0,81,8,221,47,4,11,11.5,0,6.8,16.2,25,6.4,13.3,9.5,5,-9,10,-34,-25,-24,19.845
Madrid,2021-03-11,1065,591,0,474,0,0,118,11,18,10.6,0,2.3,18.9,23,3.6,12.5,9.8,0,1,10,-31,-32,-27,20.677500000000002
Málaga,2021-03-11,109,56,0,53,0,0,9,1,3,14.2,0,7,21.3,99,4.2,7.8,10.9,0,0,6,-29,-34,-18,17.915
Asturias,2021-03-11,116,104,0,12,0,0,27,2,2,13.6,1.4,10.2,16.9,23,6.4,18.1,1.1,1,0,7,-36,-22,-20,15.645
Sevilla,2021-03-11,189,110,0,79,0,0,27,2,2,14.8,0,7.1,22.5,99,1.9,7.2,11.2,3,-5,6,-26,-29,-16,18.834999999999997
Barcelona,2021-03-12,901,655,0,73,11,162,48,3,18,12.6,0,9.4,15.7,12,3.9,7.8,2.9,6,-18,11,-37,-28,-24,17.6
Madrid,2021-03-12,1265,692,0,573,0,0,150,10,26,9.7,0,3.3,16.1,99,2.8,9.7,7.9,0,0,10,-31,-30,-25,18.485
Málaga,2021-03-12,157,106,0,51,0,0,18,0,0,18.5,0,13,24,29,8.1,16.9,11,2,-2,7,-30,-34,-17,16.55
Asturias,2021-03-12,108,100,0,8,0,0,14,0,3,10.6,0,7.2,14,29,5.8,12.5,9.2,8,25,7,-34,-12,-18,13.49
Sevilla,2021-03-12,199,97,0,102,0,0,16,0,4,15,0,8.5,21.6,35,2.5,9.7,9.3,4,-3,6,-29,-25,-14,17.09
Barcelona,2021-03-13,678,420,0,66,3,189,53,3,15,12.4,0,8.4,16.5,99,6.7,12.8,10.3,-2,2,9,-48,-28,-19,15.355
Madrid,2021-03-13,988,496,0,492,0,0,104,7,18,8,0,-0.4,16.4,99,2.8,10.3,10.7,-4,21,4,-31,-25,-8,16.2925
Málaga,2021-03-13,94,48,0,46,0,0,7,0,2,14.9,0,10.1,19.7,99,3.9,12.5,10.8,-3,3,4,-31,-41,-14,15.185
Asturias,2021-03-13,149,143,0,6,0,0,5,2,4,12.2,5,9.6,14.7,31,7.2,15.3,3,-1,4,7,-40,-19,-20,11.335
Sevilla,2021-03-13,145,79,0,66,0,0,16,0,1,13.4,0,5.1,21.7,99,2.2,5.8,11.3,-1,12,3,-27,-22,-8,15.344999999999999
Barcelona,2021-03-14,606,367,0,68,2,169,32,4,11,12,0,7.9,16.1,19,3.9,9.7,8.3,-7,-3,7,-47,-29,-17,13.11
Madrid,2021-03-14,957,465,0,492,0,0,83,10,10,8.5,0,0.3,16.7,1,2.8,7.8,10.9,-1,23,4,-28,-31,-5,14.1
Málaga,2021-03-14,82,34,0,48,0,0,8,1,7,15.4,0,11.1,19.7,27,3.6,12.5,10.3,8,1,2,-31,-40,-12,13.82
Asturias,2021-03-14,124,119,0,5,0,0,20,1,3,10.1,1.1,6.7,13.5,26,2.8,13.9,5.1,1,-19,8,-45,-37,-22,9.18
Sevilla,2021-03-14,138,70,0,68,0,0,13,3,2,14,0,6.4,21.6,4,3.9,11.4,11.5,6,-4,2,-31,-29,-6,13.6
Barcelona,2021-03-15,1105,799,0,80,6,220,46,2,10,12.4,0,7.9,16.8,99,4.7,11.7,10.9,2,-3,8,-30,-25,-24,16.52
Madrid,2021-03-15,1303,643,0,660,0,0,139,14,25,10,0,0.8,19.3,1,1.7,9.2,11,1,9,9,-26,-30,-27,17.596666666666668
Málaga,2021-03-15,127,72,0,55,0,0,14,6,4,13.2,0,7,19.5,29,3.6,7.8,10.6,-5,-10,6,-29,-35,-17,15.956666666666667
Asturias,2021-03-15,136,123,0,13,0,0,20,4,2,9.2,0,5.4,13,9,3.3,8.3,11,3,48,4,-27,-10,-16,12.203333333333333
Sevilla,2021-03-15,222,107,0,115,0,0,20,2,5,16,0,8.8,23.3,7,3.3,9.7,11.2,-3,-6,5,-25,-26,-16,16.27
Barcelona,2021-03-16,1032,745,0,84,3,200,56,2,13,11.8,0,7.6,16.1,99,3.9,7.2,10.9,2,-3,8,-32,-24,-24,19.93
Madrid,2021-03-16,1240,643,0,597,0,0,130,22,26,11.4,0,3.9,19,99,4.4,11.4,11.1,-1,4,9,-30,-31,-27,21.093333333333334
Málaga,2021-03-16,97,47,0,50,0,0,4,0,6,12.7,0,6.7,18.7,9,5,8.9,10,-2,-7,6,-28,-32,-18,18.093333333333334
Asturias,2021-03-16,152,138,0,14,0,0,12,0,4,9.8,0.2,5.1,14.4,9,3.6,10.3,8.8,2,39,4,-31,-12,-18,15.226666666666667
Sevilla,2021-03-16,208,125,0,83,0,0,20,0,6,15.4,0,7.3,23.5,99,2.8,10.8,11.5,1,-2,5,-25,-26,-15,18.939999999999998
Barcelona,2021-03-17,893,657,0,60,5,171,56,3,12,12.6,0,8,17.1,99,5.3,11.4,8,4,-6,9,-33,-25,-23,23.34
Madrid,2021-03-17,1271,709,0,562,0,0,148,15,20,13,0,6.3,19.6,99,4.4,11.7,11.1,3,0,10,-29,-31,-26,24.59
Málaga,2021-03-17,134,91,0,43,0,0,15,1,3,15,0,10.1,19.9,12,3.3,8.3,10.5,-1,-4,6,-28,-31,-17,20.23
Asturias,2021-03-17,69,59,0,10,0,0,28,4,3,11.2,0.95,8.3,14,8,3.3,9.7,4.3,5,38,5,-31,-10,-16,18.25
Sevilla,2021-03-17,207,123,0,84,0,0,20,4,1,16.8,0,10.4,23.2,7,5,10.8,11.5,3,-4,5,-26,-26,-15,21.61
Barcelona,2021-03-18,985,707,0,60,9,209,52,4,6,11.4,8.3,7.4,15.3,20,4.4,10.8,5.9,5,-17,9,-34,-26,-24,21.16
Madrid,2021-03-18,1366,761,0,605,0,0,113,10,16,7.2,0,2.4,12,4,3.6,11.4,7.4,20,-4,8,-20,-28,-26,21.4525
Málaga,2021-03-18,115,61,0,54,0,0,8,1,2,13.2,25.8,6.8,19.6,8,4.7,12.5,11,1,-4,6,-27,-34,-17,18.4525
Asturias,2021-03-18,63,58,0,5,0,0,16,6,1,8.8,1.7,5.9,11.7,8,4.2,10.8,5.3,8,21,6,-30,-17,-18,16.295
Sevilla,2021-03-18,216,142,0,74,0,0,13,3,4,14.7,0,7.9,21.5,5,5.8,13.9,11.7,4,-7,6,-25,-28,-15,19.5175
Barcelona,2021-03-19,1013,742,0,64,7,200,52,5,8,8.8,1.3,6.1,11.6,24,3.3,9.2,1.4,4,-31,11,-38,-31,-24,18.98
Madrid,2021-03-19,1034,486,0,548,0,0,119,14,14,6.6,0,1.3,12,35,4.4,16.1,3.2,-30,-11,24,-36,-54,-75,18.314999999999998
Málaga,2021-03-19,110,62,0,48,0,0,17,3,2,15,0,10.1,19.8,30,4.4,15.3,10.3,4,-8,6,-25,-34,-15,16.675
Asturias,2021-03-19,115,109,0,6,0,0,20,1,6,8.2,1.8,5.9,10.4,8,2.8,12.5,0,3,-26,10,-37,-20,-21,14.34
Sevilla,2021-03-19,239,141,0,98,0,0,16,1,4,12.2,1.9,6,18.3,3,4.2,12.5,10.2,5,-4,5,-24,-24,-13,17.425
Barcelona,2021-03-20,760,473,0,72,7,208,35,7,12,9.2,0,4.4,14.1,11,8.6,16.1,10.4,-4,-8,6,-39,-26,-16,16.799999999999997
Madrid,2021-03-20,1211,565,0,646,0,0,92,10,13,6.7,0,1.3,12.1,1,4.2,14.4,11.1,0,-2,7,-35,-31,-13,15.177499999999998
Málaga,2021-03-20,91,49,0,42,0,0,6,1,1,12.1,0,8.1,16.1,29,3.6,11.7,3.9,-5,-29,7,-35,-46,-15,14.897499999999999
Asturias,2021-03-20,119,111,0,8,0,0,14,0,3,6.6,0,3.2,10,6,5,13.3,5.5,-2,-4,10,-44,-35,-20,12.385
Sevilla,2021-03-20,172,89,0,83,0,0,20,1,2,11.9,0,6.3,17.5,7,5.3,14.4,10.2,-1,-7,5,-29,-26,-8,15.3325
Barcelona,2021-03-21,656,397,0,64,4,191,45,3,11,9.4,0,4.1,14.7,1,4.4,8.9,11.2,-2,4,2,-43,-25,-15,14.62
Madrid,2021-03-21,1146,511,0,635,0,0,98,22,12,7,0,-2.6,16.6,5,2.5,11.7,11.3,-3,16,5,-32,-33,-4,12.04
Málaga,2021-03-21,65,32,0,33,0,0,4,1,1,10.7,0,4.3,17.1,18,4.4,11.9,11.2,7,-6,3,-31,-39,-10,13.12
Asturias,2021-03-21,112,106,0,6,0,0,13,0,1,6.8,0,1.8,11.8,99,3.9,7.8,4.6,-0.5,5,6,-39,-29,-19,10.43
Sevilla,2021-03-21,155,72,0,83,0,0,10,0,3,10,0,1.6,18.5,99,1.4,6.7,11.8,5,-6,2,-31,-30,-5,13.24
